Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatibility,Detergents_used_for_lysis,Detergent_products_unresolved_for_lysis,Protocol_described,Evidence,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Downstream_compatibility_flag,Methods,Detergents_used,Capture_or_enrichment_or_purification_methods
Direct RT-PCR amplification of SARS-CoV-2 from clinical samples using a concentrated viral lysis-amplification buffer prepared with IGEPAL-630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,clinical samples ... diluted with vLAB; vLAB prepared with IGEPAL allows dRT-PCR amplification,,,e18779230c,db1d488ea8,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,True,[],[],[],True,A fluorescent-TCID50 assay was developed to determine the infectious titer of rBV-GFP stock.,,,72f3f8add7,63e300161c,,,1110,0.75,False,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,False,['F-TCID50 assay'],"['Sarkosyl', 'Triton X-100']",[],True,"Clarification: cell lysis, benzonase digestion; lysis and release of AAV vectors with Sarkosyl and Triton X-100.",,,72f3f8add7,892a088370,,,1001,0.5,True,[],"['other:Sarkosyl', 'Triton X-100']",[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,False,['F-TCID50 assay'],[],[],True,Sf9 cell lysate generated by freeze-thaw was used as the cell lysate control.,,,72f3f8add7,4442a66ecb,,,1101,0.75,True,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,False,['F-TCID50 assay'],"['Sarkosyl', 'Triton X-100']",[],True,Processed lysate was generated by lysis buffer containing both SLS and Triton X-100.,,,72f3f8add7,50e46ca770,,,1001,0.5,True,[],"['other:Sarkosyl', 'Triton X-100']",[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,False,['F-TCID50 assay'],[],[],True,Cells were mechanically lysed by sonication without detergents or benzonase prior to filtration.,,,72f3f8add7,d48ab0390a,,,1101,0.75,True,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,False,['F-TCID50 assay'],[],[],True,Centrifugal filter units were used for buffer exchange to remove toxic reagents before the F-TCID50 assay.,,,72f3f8add7,cee5e8c38b,,,1001,0.5,True,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,False,['F-TCID50 assay'],"['Sarkosyl', 'Triton X-100']",[],True,"Kinetic study used reagents adopted for cell lysis and/or low pH hold, including SLS, Triton X-100, and mock lysate.",,,72f3f8add7,f305eb2440,,,1001,0.5,True,[],"['other:Sarkosyl', 'Triton X-100']",[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,False,[],"['N-lauroylsarcosine (Sarkosyl)', 'Triton X-100']",[],True,Table summary lists “Lysis (Sarkosyl and Triton X-100)” and also “CsCl ultracentrifugation.”,,,72f3f8add7,ca46d92a68,,,1000,0.25,False,[],"['N-lauroylsarcosine (Sarkosyl)', 'Triton X-100']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,['Dynamic Light Scattering'],[],[],True,"VLPs were produced, purified through sucrose cushions, re-suspended, stored cold, and assayed for homogeneity by DLS.",,,d32f55c5ea,0eae2de40c,,,1101,0.75,True,[],[],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,True,True,['optical biosensor assay'],"['Triton X-100', 'Tween 20', 'Tween 80', 'β-octylglucoside', 'CHAPS', 'NP-40', 'Empigen BB', 'Lubrol', 'saponin']",[],True,Biosensor stability studies exposed captured VLPs to detergent solutions; a wash between injections was described.,,,d32f55c5ea,5502350fb7,,,0111,0.75,True,[],"['Triton X-100', 'Tween 20', 'Tween 80', 'other:β-octylglucoside', 'CHAPS', 'NP-40', 'other:Empigen BB', 'other:Lubrol', 'saponin']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,True,False,"['SDS-PAGE', 'Western blot']","['Empigen BB', 'Tween 20', 'Triton X-100', 'SDS']",[],True,Western blot detection described VLP detergent treatment and lysis in SDS-containing sample buffer before SDS-PAGE.,,,d32f55c5ea,cbdbed499c,,,0101,0.5,True,[],"['other:Empigen BB', 'Tween 20', 'Triton X-100', 'SDS']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,False,False,[],[],[],False,,,,d32f55c5ea,a13db1b0ca,,,0000,0.0,False,[],[],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,[],['Triton X-100'],[],True,Detection of detergent-mediated rupture of viral membranes using an optical biosensor; Triton X-100 shown.,,,d32f55c5ea,f78bf05d68,,,1100,0.5,False,[],['Triton X-100'],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,[],"['Triton X-100', 'β-octylglucoside', 'CHAPS', 'NP-40', 'Empigen BB', 'Tween 20', 'Tween 80', 'Lubrol', 'saponin']",[],True,VLP membranes were treated with a panel of indicated detergents and optical resonance signals were normalized.,,,d32f55c5ea,12b2952c51,,,1100,0.5,False,[],"['Triton X-100', 'other:β-octylglucoside', 'CHAPS', 'NP-40', 'other:Empigen BB', 'Tween 20', 'Tween 80', 'other:Lubrol', 'saponin']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,[],"['Triton X-100', 'Tween 20']",[],True,Prolonged exposure of VLP membranes to Triton X-100 or Tween 20 on a Biacore biosensor chip.,,,d32f55c5ea,dabce8a5e1,,,1100,0.5,False,[],"['Triton X-100', 'Tween 20']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,True,False,"['SDS-PAGE', 'Western blot']","['Tween 20', 'Triton X-100', 'Empigen']",[],True,"VLPs were incubated with Tween 20, Triton X-100, or Empigen, then analyzed by SDS-PAGE and immunoblotting.",,,d32f55c5ea,bbc382a691,,,0101,0.5,True,[],"['Tween 20', 'Triton X-100', 'other:Empigen']",[]
"Anti-Trichomonas vaginalis activity of saponins from Quillaja, Passiflora, and Ilex species",True,False,True,[],[],[],True,"Organisms ... were harvested, centrifuged, and resuspended ... for the experiments.",,,55c5ca7f51,ada183ac35,,,1010,0.5,False,[],[],[]
"Anti-Trichomonas vaginalis activity of saponins from Quillaja, Passiflora, and Ilex species",False,True,True,[],['saponin'],[],True,The erythrocytes were washed ...; saponins tested ... promoted the erythrocyte total lysis.,,,55c5ca7f51,7b4d82c6e2,,,0110,0.5,False,[],['saponin'],[]
"Anti-Trichomonas vaginalis activity of saponins from Quillaja, Passiflora, and Ilex species",True,False,True,['LDH assay'],['saponin'],[],True,Lysate trophozoites in liquid nitrogen were used as ... positive controls; active saponins ... indicated ... membrane damage.,,,55c5ca7f51,32cad0fbc7,,,1011,0.75,True,[],['saponin'],[]
The holin of bacteriophage lambda forms rings with large diameter,True,True,False,"['gel-permeation chromatography', 'SDS-PAGE', 'electron microscopy', 'circular dichroism', 'cryo-EM', 'chemical cross-linking']","['Empigen BB', 'n-dodecyl-β-D-maltopyranoside (DDM)', 'n-octyl-β-D-glucopyranoside (OG)', 'lauryldimethylamine-oxide (LDAO)']",[],True,"S105 was “extracted and purified using” Empigen BB; DDM, OG and LDAO were also reported for purified S105.",,,a1c26413f9,add24ddf7d,,,1101,0.75,True,[],"['other:Empigen BB', 'other:n-dodecyl-β-D-maltopyranoside (DDM)', 'other:n-octyl-β-D-glucopyranoside (OG)', 'other:lauryldimethylamine-oxide (LDAO)']",[]
The holin of bacteriophage lambda forms rings with large diameter,True,True,False,"['proteolysis assay', 'SDS-PAGE', 'immunoblotting', 'electron microscopy', 'chemical modification assay']",[],[],True,IMVs “produced by the passage of cells expressing S105” were used as membrane-associated S105 for proteolysis studies.,,,a1c26413f9,946393db64,,,1101,0.75,True,[],[],[]
The holin of bacteriophage lambda forms rings with large diameter,True,False,False,[],"['DDM', 'β-OG', 'LDAO']",['EBB'],True,"Cells were lysed by French press; lysates were cleared by centrifugation; membrane pellets were solubilized in EBB, DDM, β-OG or LDAO.",,,a1c26413f9,b8b03bd29f,,,1000,0.25,False,[],"['other:DDM', 'other:β-OG', 'other:LDAO']",[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",True,False,False,[],[],[],True,phage enrichment technique; bacterial cells were centrifuged and the supernatant was filtered,,,14071a49c5,4b208e4077,,,1000,0.25,False,[],[],[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",True,False,False,[],[],[],True,"phage lysate was centrifuged, filtered, treated with nucleases, and banded particles were collected and dialyzed",,,14071a49c5,c33f4c424c,,,1000,0.25,False,[],[],[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",False,False,False,[],[],[],True,phage-infected culture sample was centrifuged; the pellet was washed with PBS,,,14071a49c5,e5cb550eab,,,0000,0.0,False,[],[],[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",True,True,False,"['restriction enzyme digestion', 'agarose gel electrophoresis']",[],['Viral Nucleic Extraction Kit II'],True,Phage DNA was extracted from purified phage particles following the Viral Nucleic Extraction Kit II procedure,,,14071a49c5,417b6bc210,,,1101,0.75,True,[],[],[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",False,True,False,"['restriction enzyme digestion', 'PFGE']",['N-lauroylsarcosine (Sarkosyl)'],[],True,solid block was lysed with proteinase K in cell lysis buffer containing Sarcosine; agarose block was washed,,,14071a49c5,0d60cbb109,,,0101,0.5,True,[],['N-lauroylsarcosine (Sarkosyl)'],[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",True,True,False,['transmission electron microscopy'],[],[],True,"phage suspension was spotted onto a mesh grid, stained, and examined under an electron microscope",,,14071a49c5,93ce4fd28c,,,1101,0.75,True,[],[],[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",True,False,True,"['SDS-PAGE', 'bacterium overlay assay']",[],[],True,phage lysate was centrifuged and filtered; proteins were dialyzed and run on SDS-PAGE without boiling,,,14071a49c5,5dd361c1e1,,,1011,0.75,True,[],[],[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",False,True,False,[],[],[],True,wells were washed twice with PBS and incubated with trypsin-EDTA solution,,,14071a49c5,73243385a4,,,0100,0.25,False,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50-12,True,True,False,"['SDS-PAGE', 'LC-MS/MS']",['SDS'],[],True,Phage particles were boiled in protein sample buffer containing SDS and subjected to SDS-PAGE/LC-MS/MS.,,,d4167f7266,699a51e6e0,,,1101,0.75,True,[],['SDS'],[]
Isolation and characterization of a Vibrio owensii phage phi50-12,True,False,False,[],[],[],True,"Phage lysates were concentrated, centrifuged, loaded onto CsCl gradients, ultracentrifuged, and desalted by dialysis.",,,d4167f7266,6419d69bef,,,1000,0.25,False,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50-12,True,True,False,['TEM'],[],[],True,"Purified phage particles were applied to a grid, negatively stained, and examined by TEM.",,,d4167f7266,8e8726e096,,,1101,0.75,True,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50-12,True,True,True,[],[],[],True,Cells were mixed with phage and the lysis curve was monitored after sub-40 °C incubation.,,,d4167f7266,16a3f6ac3e,,,1110,0.75,False,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50-12,True,False,False,"['SDS-PAGE', 'LC-MS/MS']",[],[],True,"CsCl-purified phage prep was boiled, separated by SDS-PAGE, and protein identity analyzed by LC/MS/MS.",,,d4167f7266,891734b9a1,,,1001,0.5,True,[],[],[]
Purification and Functional Characterization of the φX174 Lysis Protein E,True,False,True,"['SDS-PAGE/immunoblotting', 'IMAC purification', 'MraY in vitro inhibition assay']","['Empigen BB', 'SDS']",[],True,"cells were collected by centrifugation in the cold, disrupted by French press; E was extracted with EBB or SDS",,,cad0d15d8e,1d972ea24c,,,1011,0.75,True,[],"['other:Empigen BB', 'SDS']",[]
Purification and Functional Characterization of the φX174 Lysis Protein E,True,False,True,['immunoblotting'],[],[],True,samples were harvested by centrifugation in the cold; cells were resuspended in cold buffer and lysed by French press,,,cad0d15d8e,3e3843295d,,,1011,0.75,True,[],[],[]
Purification and Functional Characterization of the φX174 Lysis Protein E,True,False,True,"['MraY reactions', 'fluorescence-based transfer assay']",['n-dodecyl-β-D-maltoside'],[],True,"cells were harvested by centrifugation in the cold, disrupted by French press; MraY activity was extracted with DDM",,,cad0d15d8e,0fc9f9bb44,,,1011,0.75,True,[],['other:n-dodecyl-β-D-maltoside'],[]
Purification and Functional Characterization of the ϕX174 Lysis Protein E,False,False,False,[],[],[],False,,,,cad0d15d8e,ef82a4f04a,,,0000,0.0,False,[],[],[]
Purification and Functional Characterization of the ϕX174 Lysis Protein E,True,True,False,[],[],[],True,Cultures were induced and monitored for culture turbidity as described in Experimental Procedures.,,,cad0d15d8e,c60445714e,,,1100,0.5,False,[],[],[]
Purification and Functional Characterization of the ϕX174 Lysis Protein E,False,True,False,"['SDS-PAGE', 'immunoblot']",[],[],True,Purification steps were analyzed by Coomassie-stained SDS PAGE and immunoblot; an imidazole wash fraction is noted.,,,cad0d15d8e,1f06195df1,,,0101,0.5,True,[],[],[]
Purification and Functional Characterization of the ϕX174 Lysis Protein E,True,True,False,['immunoblot'],[],[],True,Immunoblots of membranes from cells lysed by induction of E6his.,,,cad0d15d8e,ac4301b89d,,,1101,0.75,True,[],[],[]
Purification and Functional Characterization of the φX174 Lysis Protein E,True,True,False,['immunoblot'],"['Triton X-100', 'Tween 20', 'NP-40', 'SDS', 'cholic acid', 'DHPC', 'EBB', 'saponin']",[],True,Membranes containing over-produced E6his were extracted with the indicated detergents; distribution was estimated by immunoblot and densitometry.,,,cad0d15d8e,2001eab071,,,1101,0.75,True,[],"['Triton X-100', 'Tween 20', 'NP-40', 'SDS', 'other:cholic acid', 'other:DHPC', 'other:EBB', 'saponin']",[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,True,False,False,"['spot test', 'plaque assay']",[],[],True,Hospital samples were centrifuged and filtered; supernatants were checked for phages by spot test.,,,1182723993,91351cb246,,,1001,0.5,True,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,True,False,False,"['SDS-PAGE', 'Electron microscopy', 'DNA isolation']",[],[],True,"High-titer lysates were centrifuged, filtered, ultracentrifuged, and dialyzed to recover phage particles.",,,1182723993,2dcfb4ec5f,,,1001,0.5,True,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,True,True,False,['SDS-PAGE'],[],[],True,Purified phage particles were boiled in loading buffer and separated by SDS-PAGE.,,,1182723993,f40a1c5147,,,1101,0.75,True,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,True,False,False,"['Restriction enzyme digestion', 'PFGE', 'Sequencing']",['SDS'],[],True,Phage particles purified by ultracentrifugation were treated with SDS and proteinase K above 40°C; DNA was used for digestion/PFGE.,,,1182723993,1b35d6055f,,,1001,0.5,True,[],['SDS'],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,True,True,False,['Sequencing'],[],[],True,"Purified phage DNA was fragmented, cloned, and subjected to nucleotide sequencing.",,,1182723993,011a47f434,,,1101,0.75,True,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,['SDS-PAGE'],"['Triton X-100', 'Tween 20', 'NP-40', 'CHAPS', 'N-lauroylsarcosine (Sarkosyl)']",[],True,tensioactives ... in the cell disruption system; cells were processed to obtain soluble and insoluble fractions for SDS-PAGE,,,011aa8ba17,3b216b95cd,,,1101,0.75,True,[],"['Triton X-100', 'Tween 20', 'NP-40', 'CHAPS', 'N-lauroylsarcosine (Sarkosyl)']",[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],[],[],True,"Table 1 reports a lysis buffer for LysH5 with phosphate buffer, salt, imidazole, and pH information.",,,011aa8ba17,148d6c2928,,,1100,0.5,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],['NP-40'],[],True,"Table 1 lists a lysis buffer containing Tris-HCl, MgCl2 and NP-40 for Lys-phiSA012.",,,011aa8ba17,8ad50e1796,,,1100,0.5,False,[],['NP-40'],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],[],[],True,Table 1 reports PBS as the lysis buffer for LysGH15.,,,011aa8ba17,1ed2dad0df,,,1100,0.5,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],[],[],True,Table 1 lists a phosphate-buffer lysis condition with DTT for ClyS.,,,011aa8ba17,25d964e01a,,,1100,0.5,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],[],['BugBuster protein extraction reagent'],True,Table 1 lists BugBuster protein extraction reagent as the lysis buffer for LysDW2.,,,011aa8ba17,46d45bd62a,,,1100,0.5,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],[],[],True,Table 1 reports a phosphate-buffer lysis condition with EDTA and DTT for SAL-1.,,,011aa8ba17,34682dfe28,,,1100,0.5,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],[],[],True,Table 1 lists a phosphate-buffer and salt lysis condition for LysCSA13.,,,011aa8ba17,73bf695e1b,,,1100,0.5,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,True,['SDS-PAGE'],[],[],True,pellet was re-suspended in lysis buffer. Disruption of cells was accomplished using a bead beater... rest on ice,,,011aa8ba17,78837bf336,,,1011,0.75,True,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,True,"['SDS-PAGE', 'zymogram']","['Tween 20', 'Triton X-100', 'CHAPS', 'N-lauroylsarcosine', 'NP-40']",[],True,"tested several detergents... Tween 20, Triton-X100, CHAPS, N-lauroylsarcosine, and Nonidet P40",,,011aa8ba17,72778b6484,,,1011,0.75,True,[],"['Tween 20', 'Triton X-100', 'CHAPS', 'other:N-lauroylsarcosine', 'NP-40']",[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,True,['SDS-PAGE'],[],[],True,harvested by centrifugation... pellet was re-suspended... in lysis buffer,,,011aa8ba17,4b560f9b98,,,1011,0.75,True,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,True,False,[],"['Tween 20', 'Triton X-100', 'NP-40', 'CHAPS', 'N-lauroylsarcosine (Sarkosyl)']",[],True,"“Lysis buffer additives screening”; detergents named include Tween 20, Triton-X100, Nonidet P40, CHAPS, and N-lauroylsarcosine.",,,011aa8ba17,037c3f9b29,,,1100,0.5,False,[],"['Tween 20', 'Triton X-100', 'NP-40', 'CHAPS', 'N-lauroylsarcosine (Sarkosyl)']",[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,"Static extraction method: coated plant tissue was incubated, hydrophobic liquid was collected, and DNA-enriched MIL or IL was integrated into qPCR buffer.",,,8b683c0f32,c8553167af,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,True,"['PCR/qPCR', 'Qubit detection']",[],[],True,Dispersive MIL-based lysis and extraction used magnetic recovery and direct qPCR integration; described as without elevated temperatures or chemical surfactants.,,,8b683c0f32,cf52377c82,,,1111,1.0,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],['Tween 20'],[],True,One-pot plant cell lysis and qPCR used MIL or IL with tissue directly in the qPCR assay; the reaction buffer required Tween20.,,,8b683c0f32,2d4a95b995,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'Qubit']",[],[],True,"Page 9: “In the static method, the hydrophobic solvent is pipetted directly onto plant tissue and allowed to incubate.”",,,8b683c0f32,6be5afd508,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'Qubit', 'Sequencing']",[],[],True,Page 9: “dispersing the MIL in a suspension of plant tissue”; described as compatible with “sequencing or Qubit detection.”,,,8b683c0f32,f20ed51e00,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,Page 11: plant tissue was “submerged by the hydrophobic solvent” while “allowing the nucleic acids to be amplified by PCR.”,,,8b683c0f32,2a9b6a20a8,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR'],[],['Phire Plant PCR Buffer'],True,Pages 8 and 12: “The Phire assay is a commercial one-pot PCR assay”; text notes it is “not qPCR compatible.”,,,8b683c0f32,72cd28387a,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,True,['PCR/qPCR'],[],[],True,“static one-step cell lysis and DNA extraction”; leaf “incubated at 25 °C”; DNA-enriched MIL “added to the qPCR assay”,,,8b683c0f32,1bf9f8f255,,,1111,1.0,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,True,False,['PCR/qPCR'],[],[],True,“dispersive one-step lysis”; DNA-enriched MIL “washed once with water”; used in “the qPCR assay”; desorption included heating,,,8b683c0f32,08d94f0635,,,0101,0.5,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,False,False,['unspecified_downstream_assay'],['CTAB'],[],True,“Conventional plant cell lysis was performed using the CTAB lysis”; tissue was heated and “centrifuged”; reconstituted for “downstream bioanalytical detection”,,,8b683c0f32,249581a85c,,,1000,0.25,False,[],['CTAB'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,False,False,[],['SDS'],[],True,"“SDS lysis was performed”; sample was exposed to heat, then “centrifuged”; supernatant collected for purification",,,8b683c0f32,9d24705c07,,,1000,0.25,False,[],['SDS'],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,True,False,['Dual-Luciferase Reporter assay'],[],[],True,"cells were collected, and the lysates were subjected to Dual-Luciferase Reporter assay",,,a871c47a7f,e7f23ffa2d,,,1101,0.75,True,[],[],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,True,False,['Western blotting'],"['Triton X-100', 'SDS']",[],True,lysed ... with DISC IP buffer containing Triton-X-100 ... RIPA buffer containing SDS ... subjected ... to WB analysis,,,a871c47a7f,f017646730,,,1101,0.75,True,[],"['Triton X-100', 'SDS']",[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,False,False,['Western blotting'],"['Triton X-100', 'SDS']",[],True,cell lysates in DISC IP buffer ... centrifugated ... pellets were resuspended in RIPA buffer ... analyzed using WB,,,a871c47a7f,e2893ced9e,,,1001,0.5,True,[],"['Triton X-100', 'SDS']",[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,False,False,"['gel filtration', 'Western blotting']",['Triton X-100'],[],True,"cells were lysed in DISC IP buffer, and the cell lysates were cleared with centrifugation ... subjected to WB analysis",,,a871c47a7f,aeb029fc8f,,,1001,0.5,True,[],['Triton X-100'],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,False,False,['Western blot'],['Triton X-100'],[],True,cells were lysed in DISC IP buffer and cleared with centrifugation; soluble fractions were subjected to WB,,,a871c47a7f,1856db4496,,,1001,0.5,True,[],['Triton X-100'],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,True,False,[],[],['RIPA buffer'],True,"Using RIPA buffer, we identified an increased DISC IP buffer-insoluble 3CLpro",,,a871c47a7f,e8e4822928,,,1100,0.5,False,[],[],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,True,False,['Dual-luciferase reporter assay'],[],"['Passive Lysis Buffer (PLB, Promega)']",True,cells were lysed in passive lysis buffer; luciferase activities were measured using Dual-Glo Luciferase Assay System,,,a871c47a7f,5c6f60ff4c,,,1101,0.75,True,[],[],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,True,False,['RT-qPCR'],[],[],True,RNA from these HEK293T cells was isolated by TRIzol Reagent; cDNA was used for qPCR,,,a871c47a7f,914c916a98,,,1101,0.75,True,[],[],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,False,False,False,[],"['Triton X-100', 'deoxycholate', 'SDS']",[],True,Cellular fractionation: cells were lysed in DISC IP buffer; lysates were clarified with centrifugation; pellet was washed and dissolved in RIPA buffer.,,,a871c47a7f,9091aadd80,,,0000,0.0,False,[],"['Triton X-100', 'deoxycholate', 'SDS']",[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,False,False,"['Gel filtration chromatography', 'Western blotting']",['Triton X-100'],[],True,"Gel filtration: cells were lysed in DISC IP buffer; lysates were clarified with centrifugation and further fractionated, then analyzed by western blotting.",,,a871c47a7f,9d80a7adab,,,1001,0.5,True,[],['Triton X-100'],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,False,False,False,"['Immunoprecipitation', 'Western blotting']",['Triton X-100'],[],True,Immunoprecipitation: cells were lysed in DISC IP buffer; lysates were clarified with centrifugation; complexes were washed and analyzed by western blotting.,,,a871c47a7f,b281ce0338,,,0001,0.25,True,[],['Triton X-100'],[]
