Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatibility,Detergents_used_for_lysis,Detergent_products_unresolved_for_lysis,Protocol_described,Evidence,Source_page,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Downstream_compatibility_flag,Methods,Detergents_used,Capture_or_enrichment_or_purification_methods
"Rapid, Sample-to-Answer Host Gene Expression Test to Diagnose Viral Infection",True,False,False,"['RT-PCR/RT-qPCR', 'PCR/qPCR']",['unspecified_detergent'],['PAXgene Blood RNA tubes'],True,“Stabilized mRNA was released from cleaned and stabilized RNA-surfactant complexes using e-lysis… providing a… PCR-ready sample.” “Integrated centrifugal processing.”,1-2,,,a18d0633fe,37cf391ddd,,,1001,0.5,True,[],['other:unspecified_detergent'],[]
"Rapid, Sample-to-Answer Host Gene Expression Test to Diagnose Viral Infection",False,False,False,['RT-PCR/RT-qPCR'],[],[],True,“FAST HR process… centrifugally removing qRT-PCR inhibitors… RNase enzymes are inactivated by electrically-induced flash heating… suspension… in a qRT-PCR-ready matrix”,7,,,a18d0633fe,16facda00d,,,0001,0.25,True,[],[],[]
Purification and Functional Characterization of the ϕX174 Lysis Protein E,True,False,False,[],['Empigen BB'],[],True,"“Membrane pellets were resuspended in buffer … plus various detergents… Insoluble material was removed by centrifugation… The E6his polypeptide, extracted in … EBB, was purified…”",3,,,cad0d15d8e,0e411301f9,,,1000,0.25,False,[],['other:Empigen BB'],[]
Purification and Functional Characterization of the ϕX174 Lysis Protein E,True,False,False,[],['n-dodecyl-β-D-maltoside'],[],True,"“To extract MraY activity, membrane pellets were resuspended in Buffer R plus … DDM… Insoluble material was removed by centrifugation… The supernatant… was used… for MraY reactions.”",5,,,cad0d15d8e,055e476bb4,,,1000,0.25,False,[],['other:n-dodecyl-β-D-maltoside'],[]
Purification and Functional Characterization of the ϕX174 Lysis Protein E,False,False,False,[],[],[],False,,,,,cad0d15d8e,f8feba09cb,,,0000,0.0,False,[],[],[]
Purification and Functional Characterization of the X174 Lysis Protein E,False,False,False,[],[],[],True,“Purification of E… Lanes 3 and 9: … imidazole wash fraction… elution fractions…”,14,,,cad0d15d8e,1ba8546386,,,0000,0.0,False,[],[],[]
Purification and Functional Characterization of the X174 Lysis Protein E,False,False,False,[],['DDM'],[],True,“Reaction mixtures… supplemented with DDM-solubilized MraY… incubated at 37°C… quenched by heating at 100°C…”,16,,,cad0d15d8e,c6dcdd827e,,,0000,0.0,False,[],['other:DDM'],[]
Purification and Functional Characterization of the X174 Lysis Protein E,False,False,False,[],"['Triton X-100', 'Tween 20', 'NP-40', 'SDS', 'cholic acid', 'saponin']","['DHPC', 'EBB']",True,"“Membranes… were extracted with the indicated detergents… (Table 1): Triton X-100, Tween 20, Nonidet P40, SDS, Cholic acid, DHPC, EBB, Saponin.”",21,,,cad0d15d8e,3e516f7c32,,,0000,0.0,False,[],"['Triton X-100', 'Tween 20', 'NP-40', 'SDS', 'other:cholic acid', 'saponin']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,False,False,[],[],[],True,“Filtered supernatants were purified through 20% sucrose cushions and pellets were re-suspended…”,3,,,d32f55c5ea,f2d7395969,,,0000,0.0,False,[],[],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,True,True,[],['Triton X-100'],[],True,“Detergents were tested… with a two-minute wash between each injection… removed… using… 1% Triton X-100 in PBS”,3,,,d32f55c5ea,4adfa00a44,,,0110,0.5,False,[],['Triton X-100'],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,True,False,[],['SDS'],[],True,"“Following three PBS washes, the contents… were lysed… [with] 10% SDS… boiled…”",3,,,d32f55c5ea,50f5770d25,,,0100,0.25,False,[],['SDS'],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,False,False,[],[],[],False,,,,,d32f55c5ea,1886ec6848,,,0000,0.0,False,[],[],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,[],['Triton X-100'],[],True,“Detection of detergent-mediated rupture of viral membranes using an optical biosensor… titration with increasing concentrations of detergent (Triton X-100 shown)”,14,,,d32f55c5ea,e545d79d47,,,1100,0.5,False,[],['Triton X-100'],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,[],"['Triton X-100', 'NP-40', 'CHAPS', 'Tween 20', 'Tween 80', 'Lubrol', 'saponin']",[],True,"“VLPs… were captured… followed by treatment with… the indicated detergents… (Triton X-100, NP-40, CHAPS, Tween 20, Tween 80, Lubrol, Saponin)”",15,,,d32f55c5ea,5667d7af04,,,1100,0.5,False,[],"['Triton X-100', 'NP-40', 'CHAPS', 'Tween 20', 'Tween 80', 'other:Lubrol', 'saponin']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,[],['Empigen'],[],True,“VLPs… were captured… followed by treatment with… the indicated detergents… (…Empigen…)”,15,,,d32f55c5ea,b8d783fbe4,,,1100,0.5,False,[],['other:Empigen'],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,True,True,False,[],"['Triton X-100', 'Tween 20']",[],True,"“VLPs… captured… and exposed to increasing concentrations of Tween 20 or Triton X-100… for a duration of 15 sec, 1 min, 5 min, or 15 minutes”",16,,,d32f55c5ea,426cd0a9c8,,,1100,0.5,False,[],"['Triton X-100', 'Tween 20']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,True,False,[],"['Tween 20', 'Triton X-100', 'Empigen', 'SDS']",[],True,"“incubation with either Tween 20, Triton X-100, Empigen… VLPs were washed three times… resuspended in SDS-PAGE loading buffer”",17,,,d32f55c5ea,9acbe6c2f7,,,0100,0.25,False,[],"['Tween 20', 'Triton X-100', 'other:Empigen', 'SDS']",[]
The holin of bacteriophage lambda forms rings with large diameter,False,False,False,[],[],[],False,,,,,a1c26413f9,634d2948a7,,,0000,0.0,False,[],[],[]
The holin of bacteriophage lambda forms rings with large diameter,True,False,False,[],['unspecified_detergent'],[],True,"“Purification in DDM, β-OG and LDAO was performed as follows… Total membrane pellets were solubilized… 1%… DDM… β-OG… LDAO”",8,,,a1c26413f9,8b8e4bbd26,,,1000,0.25,False,[],['other:unspecified_detergent'],[]
The holin of bacteriophage lambda forms rings with large diameter,True,False,False,[],"['DDM', 'LDAO']","['EBB', 'β-OG']",True,“Cell pellets were resuspended in lysis buffer… Lysates were cleared… by centrifugation… Total membrane pellets were solubilized… 1%… EBB… DDM… β-OG… LDAO”,8,,,a1c26413f9,85e2144b2b,,,1000,0.25,False,[],"['other:DDM', 'other:LDAO']",[]
The holin of bacteriophage lambda forms rings with large diameter,True,False,False,[],[],"['EBB', 'DDM']",True,“DSP cross-linking of S105 purified in EBB and DDM… [buffers contained] 1%… EBB or 0.1%… DDM”,9,,,a1c26413f9,2623e532dc,,,1000,0.25,False,[],[],[]
The holin of bacteriophage lambda forms rings with large diameter,True,True,False,[],[],"['EBB', 'DDM']",True,“S105 alleles were purified… with either… EBB or… DDM. CD measurements were carried out…”,9,,,a1c26413f9,80c0732b72,,,1100,0.5,False,[],[],[]
The holin of bacteriophage lambda forms rings with large diameter,False,True,False,[],[],['DDM'],True,"“Negative stain and cryo-EM… For cryo specimens, S105 in DDM… was applied… Vitrification was carried out…”",9,,,a1c26413f9,b9a6730c15,,,0100,0.25,False,[],[],[]
The holin of bacteriophage lambda forms rings with large diameter,True,True,False,[],[],['DDM'],True,“For purified samples… in protease-DDM buffer… 0.1% (w/v) DDM… Digestion reactions… at 37°C”,10,,,a1c26413f9,6d21089a54,,,1100,0.5,False,[],[],[]
The holin of bacteriophage lambda forms rings with large diameter,True,True,True,[],"['DDM', 'SDS']",[],True,“Cysteine modification… diluted… into buffer… 0.1%… DDM… either… SDS… was added… incubat[ed] at 25°C”,10,,,a1c26413f9,556f8feb37,,,1110,0.75,False,[],"['other:DDM', 'SDS']",[]
The holin of bacteriophage lambda forms rings with large diameter,False,False,False,[],[],[],False,,,,,a1c26413f9,634d2948a7,,,0000,0.0,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,False,False,False,[],[],[],False,,,,,011aa8ba17,25482b24a7,,,0000,0.0,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,False,False,False,[],"['Triton X-100', 'Tween 20', 'NP-40', 'CHAPS', 'N-lauroylsarcosine (Sarkosyl)']",[],False,,,,,011aa8ba17,b196e68884,,,0000,0.0,False,[],"['Triton X-100', 'Tween 20', 'NP-40', 'CHAPS', 'N-lauroylsarcosine (Sarkosyl)']",[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,False,[],[],[],True,Induced cells ... were harvested by centrifugation ... pellet was re-suspended in ... lysis buffer ... Disruption ... using a bead beater ... Lysates were centrifuged ... to separate soluble and insoluble fractions,12,,,011aa8ba17,16c68ca7f7,,,1000,0.25,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,False,[],['N-lauroylsarcosine'],[],True,Cell pellets lysis was performed by a bead-beating approach in lysis buffer ... supplemented with various concentrations of N-lauroylsarcosine (N-LS),10,,,011aa8ba17,acd1671706,,,1000,0.25,False,[],['other:N-lauroylsarcosine'],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,False,[],[],[],True,cultures were grown ... harvested by centrifugation ... and the pellet was re-suspended in ... lysis buffer,12,,,011aa8ba17,c4cf58ce0e,,,1000,0.25,False,[],[],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,False,[],"['Tween 20', 'Triton X-100', 'CHAPS', 'N-lauroylsarcosine', 'NP-40']",[],False,,,,,011aa8ba17,1d373ac000,,,1000,0.25,False,[],"['Tween 20', 'Triton X-100', 'CHAPS', 'other:N-lauroylsarcosine', 'NP-40']",[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,False,False,False,[],[],[],False,,,,,011aa8ba17,25482b24a7,,,0000,0.0,False,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,“Static extraction method… Collect the hydrophobic liquid using a pipette… add… to the qPCR buffer” and “DNA-enriched MIL or IL was… integrated into the qPCR buffer without inhibiting the reaction.”,2,,,0dbc656979,476de57f0d,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,“Dispersive extraction method… Disperse the sample using a vortex… Recover the MIL with a magnet… Pipette… into the qPCR buffer.”,2,,,0dbc656979,486343a55e,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,"“One-pot PCR method… Add… plant tissue, … MIL or IL, and the qPCR buffer to a reaction tube.”",2,,,0dbc656979,4171c05cc2,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,[],[],[],True,“desorption conditions were optimized… The effect of adding a non-ionic surfactant was investigated… addition of… Tween20 to the desorption solution improved DNA recovery…”,4,,,0dbc656979,28be8cf1e5,,,1100,0.5,False,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],['Tween 20'],[],True,“One-pot plant cell lysis and qPCR assay… introducing… Tween20 to the reaction buffer… recovered amplification… [and] reliable amplification…”,6,,,0dbc656979,2c414fec2b,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'Sequencing']",[],[],True,"“In the static method, the hydrophobic solvent is pipetted directly onto plant tissue and allowed to incubate… The recovery… enables… compatible… such as sequencing”",9,,,0dbc656979,bea3eee567,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,Fig. 10 shows: “Leaf suspension → Add MIL → Vortex → Recover MIL → Desorb in qPCR buffer… qPCR”,10,,,0dbc656979,93dc7a4a93,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],['Phire Plant PCR buffer (Phire assay buffer)'],True,“The Phire assay is a commercial one-pot PCR assay… The Phire assay is not qPCR compatible…”,8,,,0dbc656979,52221292ca,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],['Tween 20'],[],True,“A. thaliana leaves were… submerged by the hydrophobic solvent… still lysing the plant tissue… allowing the nucleic acids to be amplified by PCR… 0.05% Tween20”,11,,,0dbc656979,3334836fb5,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,True,['PCR/qPCR'],[],[],True,“static one-step cell lysis and DNA extraction… incubated at 25 °C… DNA-enriched MIL… added to the qPCR assay”,13,,,0dbc656979,82221c526b,,,1111,1.0,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,True,False,['PCR/qPCR'],[],[],True,“After recovering the MIL with a rod magnet… the DNA-enriched MIL was washed once with water… integrating… into the qPCR assay… or by heating… at 90 °C”,13,,,0dbc656979,a73f515cbf,,,0101,0.5,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,False,False,['unspecified_downstream_assay'],['CTAB'],[],True,“CTAB lysis… CTAB lysis buffer (2% (w/v) CTAB…)… heating… The sample was centrifuged…”,13,,,0dbc656979,650d52c7f9,,,0000,0.0,False,[],['CTAB'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,False,False,[],['SDS'],[],True,"“SDS lysis was performed… 15 min at 100 °C. Afterwards, the sample was centrifuged…”",13,,,0dbc656979,eef1df6cb5,,,0000,0.0,False,[],['SDS'],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,“clinical samples were treated…with a concentrated solution containing IGEPAL… viral lysis-amplification buffer (vLAB)”,2,,,e18779230c,5a8542e247,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,“infected…virus…diluted in vLAB to evaluate virus inactivation…incubated at room temperature (RT)”,2,,,e18779230c,09aae866db,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,False,False,False,[],[],[],True,“clinical samples…treated with Trizol followed by…RNA isolation using the Qiagen RNeasy Mini Kit”,2,,,e18779230c,4b06fc69c8,,,0000,0.0,False,[],[],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,False,False,False,[],[],"['QIAamp Viral RNA Mini Kit', 'RNeasy Mini Kit', 'TRIzol', 'Panther Fusion System']",True,“purified SARS‑CoV‑2 RNA using QIAamp Viral RNA Mini Kit… clinical samples…treated with Trizol…RNeasy Mini Kit… Panther Fusion… sample lysis”,2,,,e18779230c,415f6571ca,,,0000,0.0,False,[],[],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,“dRT‑PCR…we…incubated RNA spiked in vLAB under different temperatures: 70 °C… and 95 °C…”,2,,,e18779230c,0baf5682f6,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,“Ct values from direct RT‑PCR… lysates of SARS‑CoV‑2 virus in vLAB”,5,,,e18779230c,3557f8686f,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,“Direct amplification… diluted…infected…with…vLAB… then… tested direct amplification… by… RT‑PCR”,5,,,e18779230c,80802b4fed,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,“Direct RT‑PCR… inactivated samples using…10× vLAB… incubated 65 °C… used for RT‑PCR detection”,6,,,e18779230c,23c14865f0,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT‑PCR amplification of SARS‑CoV‑2 from clinical samples using a concentrated viral lysis‑amplification buffer prepared with IGEPAL‑630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,“viral lysis amplification buffer (vLAB) prepared with the nonionic detergent IGEPAL enables… detection… by direct… (dRT‑PCR)… we confirmed heat inactivation… cells… lysed and diluted in vLAB.”,7-8,,,e18779230c,d8bda28f5a,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Isolation and characterization of a Vibrio owensii phage phi50-12,False,False,False,[],['SDS'],[],True,“Phage particles … were boiled in protein sample buffer … (… 2% SDS …) and subjected to SDS-PAGE.”,6,,,d4167f7266,0afcf5c17a,,,0000,0.0,False,[],['SDS'],[]
Isolation and characterization of a Vibrio owensii phage phi50‑12,False,False,False,[],[],[],True,"High titer lysates... were concentrated, centrifuged... pellets... loaded onto block gradients of CsCl... followed by ultracentrifugation... phage particles... desalted by dialysis.",9,,,d4167f7266,23eba747ef,,,0000,0.0,False,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50‑12,False,False,False,[],[],[],True,Phage DNA isolation and pulsed-field gel electrophoresis. We followed the procedures described by Chang et al. to isolate phage DNA...,9,,,d4167f7266,c7c5f59b6a,,,0000,0.0,False,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50‑12,True,True,True,[],[],[],True,"Purified phage particles were applied to... a formvar-coated grid, negatively stained... and then examined by TEM",9,,,d4167f7266,dc83cd2294,,,1110,0.75,False,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50‑12,True,False,True,[],[],[],True,"Aliquots... were taken... and centrifuged (12,000×g, 5 min).",9,,,d4167f7266,8dd4875e36,,,1010,0.5,False,[],[],[]
Isolation and characterization of a Vibrio owensii phage phi50‑12,True,True,True,[],[],[],True,In vitro lysis... cells were loaded into 96-well microplate and mixed with different MOIs... incubated at 30 °C... optical density... measured,10,,,d4167f7266,2b7291195b,,,1110,0.75,False,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'RT-PCR/RT-qPCR']",[],[],True,“DNA-enriched MIL or IL was successfully integrated into the qPCR buffer without inhibiting the reaction.” (Table 1: static extraction method; add to qPCR buffer),1-2,,,8b683c0f32,5887de30d4,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,Table 1 lists a “Dispersive extraction method” with “Recover the MIL with a magnet” and “Pipette … into the qPCR buffer.”,2,,,8b683c0f32,63a7dfec30,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],['Tween 20'],[],True,“The effect of adding a non-ionic surfactant was investigated… The addition of 0.05% Tween20 to the desorption solution improved DNA recovery…”,4,,,8b683c0f32,b1e8051160,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],"['CTAB', 'SDS']",[],True,"Fig. 4 caption: “plant cell lysate generated using CTAB, SDS, [MILs]…”",5,,,8b683c0f32,0015d67a37,,,1101,0.75,True,[],"['CTAB', 'SDS']",[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],['Tween 20'],[],True,Section heading: “One-pot plant cell lysis and qPCR assay”; “introducing… Tween20 to the reaction buffer… recovered amplification.”,6,,,8b683c0f32,4a38207aa4,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'RT-PCR/RT-qPCR', 'Sequencing']",[],[],True,"Fig. 10: ""Add IL/MIL ... Recover IL/MIL by pipette ... Desorb in qPCR buffer""; also mentions ""desorption ... at 90 °C"" and compatibility with ""sequencing"".",10,,,8b683c0f32,662b306fea,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],['Phire Plant PCR buffer'],True,"Text compares ""commercial one-pot PCR assay"" (Phire) and notes lysate used for qPCR quantification; Phire assay described as ""one-pot"" and ""not qPCR compatible"".",8,,,8b683c0f32,66cedb8788,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,"qPCR assays: reactions ""containing ... MIL ... or ... IL""; and qPCR buffer includes ""0.05% Tween20"".",12,,,8b683c0f32,e60b8bcc32,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,False,False,[],"['SDS', 'CTAB']",[],False,,,,,8b683c0f32,2f48b38894,,,0000,0.0,False,[],"['SDS', 'CTAB']",[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,True,['PCR/qPCR'],[],[],True,“static one-step cell lysis and DNA extraction… incubated at 25 °C… DNA-enriched MIL… added to the qPCR assay”,13,,,8b683c0f32,f664b1fa28,,,1111,1.0,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,True,False,['PCR/qPCR'],[],[],True,“After recovering the MIL with a rod magnet… the DNA-enriched MIL was washed once with water… integrating… into the qPCR assay… or by heating… at 90 °C”,13,,,8b683c0f32,2ab8c958ab,,,0101,0.5,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,False,False,[],['CTAB'],[],True,“Conventional plant cell lysis was performed using the CTAB lysis… suspended in… CTAB lysis buffer (… CTAB…)… After heating… at 60 °C… The sample was centrifuged…”,13,,,8b683c0f32,dc6622afdb,,,1000,0.25,False,[],['CTAB'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,False,False,[],['SDS'],[],True,“SDS lysis was performed… exposed to… Tris–EDTA… for… at 100 °C. Afterwards… centrifuged… and the supernatant was collected…”,13,,,8b683c0f32,cad30ac8c7,,,1000,0.25,False,[],['SDS'],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,[],[],[],True,High-titer lysates of Abp53 ... were centrifuged... passed through a membrane filter... loaded on a block gradient of CsCl... followed by ultracentrifugation...,2,,,1182723993,1a00077986,,,0000,0.0,False,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,[],['SDS'],[],True,purified phage particles ... were boiled in loading buffer... separated by sodium dodecyl sulfate-polyacrylamide gel electrophoresis (SDS-PAGE)...,2,,,1182723993,476d54031f,,,0000,0.0,False,[],['SDS'],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,[],[],[],True,Patient sputum samples... were collected... The samples were centrifuged... and after filtering through a membrane filter... the supernatants were checked for the presence of phages,2,,,1182723993,6d88ef9f53,,,0000,0.0,False,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,[],[],[],True,"Following centrifugation..., the supernatants containing unadsorbed phage were diluted and the titers were determined by plaque assay.",2,,,1182723993,c11199ab67,,,0000,0.0,False,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,[],[],[],True,One-step growth experiments... Cells... were harvested by centrifugation... The mixture was centrifuged... One set was ... centrifuged to remove host cells and determine the phage titers,2,,,1182723993,b11ffbae49,,,0000,0.0,False,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,['PFGE'],['SDS'],[],True,Phage DNA isolation... Phage particles ... were treated with SDS (1%) ... at 58°C... followed by ... phenol-chloroform ...,2,,,1182723993,78b27092df,,,0001,0.25,True,[],['SDS'],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,[],[],[],False,,,,,1182723993,b662e79f01,,,0000,0.0,False,[],[],[]
Efficacy Validation of SARS-CoV-2-Inactivation and Viral Genome Stability in Saliva by a Guanidine Hydrochloride and Surfactant-Based Virus Lysis/Transport Buffer,False,False,False,[],[],[],False,,,,,8c41258f49,1c47376e1d,,,0000,0.0,False,[],[],[]
Efficacy Validation of SARS-CoV-2-Inactivation and Viral Genome Stability in Saliva by a Guanidine Hydrochloride and Surfactant-Based Virus Lysis/Transport Buffer,False,False,False,[],[],[],False,,,,,8c41258f49,1c47376e1d,,,0000,0.0,False,[],[],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,False,False,False,[],['Triton X-100'],[],True,“we lysed the cells… with DISC IP buffer containing… Triton-X-100”,5,,,a871c47a7f,15df8f4910,,,0000,0.0,False,[],['Triton X-100'],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,False,False,False,[],['SDS'],[],True,“we lysed the cells in RIPA buffer containing… SDS”,5,,,a871c47a7f,48d0186843,,,0000,0.0,False,[],['SDS'],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,False,False,[],['Triton X-100'],[],True,“The cells were lysed in DISC IP buffer… cleared with centrifugation… to obtain the soluble fractions.”,6,,,a871c47a7f,b89c033353,,,1000,0.25,False,[],['Triton X-100'],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,False,False,[],[],['DISC IP buffer'],True,“The cells were lysed in DISC IP buffer and cleared with centrifugation.”,7,,,a871c47a7f,18a260d3d9,,,1000,0.25,False,[],[],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,True,False,[],[],"['passive lysis buffer (PLB, Promega)']",True,"“After treatment, the cells were lysed in passive lysis buffer (PLB, Promega, E1941).”",12,,,a871c47a7f,34e2bec86f,,,1100,0.5,False,[],[],[]
Oxidative stress transforms 3CLpro into an insoluble and more active form to promote SARS-CoV-2 replication,True,True,False,['RT-PCR/RT-qPCR'],[],['TRIzol Reagent'],True,“RNA from these HEK293T cells is isolated by TRIzol™ Reagent… subjected to reverse-transcription… For qPCR…”,12,,,a871c47a7f,b3d2e74c3c,,,1101,0.75,True,[],[],[]
